SampleNo,Type,Mean_DeltaE,15L,15a,15b,25L,25a,25b,45L,45a,45b,75L,75a,75b,110L,110a,110b,726C,718Y,783S,772S,755C,744S,717C,980,910,135,828,835,831,826,836,838,815,856,892,895,855,851,858,839,896,862,865,891,898,845,832,816,818,233,940,424,356,384,306,318,331,198,154,290,522,322,570,410,550,530,371,482,343,030,960,580,670,632,110,821,190
MERCEDES-BENZ 891 CK001,REAL,0.0,34.83,-19.51,1.9,24.54,-14.63,0.27,11.24,-8.49,-1.77,5.35,-2.85,-3.54,4.07,-1.54,-3.41,0.0,0.0,0.0,0.0,0.0,0.0,5.189092399,73.98442899,0.104312561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.759155785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.920531466,0.0,0.0,0.0,0.0,0.0,3.857496236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.18498256,0.0,0.0,0.0
MERCEDES-BENZ 891 CK001,PRED,2.7219998836517334,40.38999938964844,-18.690000534057617,2.740000009536743,27.09000015258789,-13.960000038146973,1.2200000286102295,12.390000343322754,-7.210000038146973,-0.9599999785423279,6.519999980926514,-2.4700000286102295,-2.3399999141693115,4.860000133514404,-0.7099999785423279,-2.450000047683716,0.0,0.0,0.0,0.0,0.0,0.0,5.189092399,73.98442899,0.104312561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.759155785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.920531466,0.0,0.0,0.0,0.0,0.0,3.857496236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.18498256,0.0,0.0,0.0
MITSUBISHI A21 CK000,REAL,0.0,97.0,-1.93,5.79,78.62,-1.81,4.6,47.72,-1.47,2.93,26.14,-1.12,1.88,17.16,-1.01,1.28,21.73703194,0.0,0.0,0.0,0.0,0.0,18.8539611,42.15394931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.13295039,0.0,0.0,1.087682947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.949080762,0.0,0.0,0.0,0.0,0.480729287,0.0,0.0,0.0,0.0,0.0,0.0,0.604614258
MITSUBISHI A21 CK000,PRED,1.9420000314712524,93.94999694824219,-2.490000009536743,4.170000076293945,76.27999877929688,-2.380000114440918,3.4100000858306885,46.38999938964844,-1.8300000429153442,2.130000114440918,26.139999389648438,-1.2200000286102295,1.0800000429153442,17.979999542236328,-1.0199999809265137,0.5099999904632568,21.73703194,0.0,0.0,0.0,0.0,0.0,18.8539611,42.15394931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.13295039,0.0,0.0,1.087682947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.949080762,0.0,0.0,0.0,0.0,0.480729287,0.0,0.0,0.0,0.0,0.0,0.0,0.604614258
MITSUBISHI A24 CK000,REAL,0.0,13.35,-0.59,-1.14,12.73,-0.49,-1.51,12.51,-0.53,-2.01,13.96,-0.07,-4.02,13.55,-0.04,-3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.51125958,0.829697461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.451017728,0.0,0.208025227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MITSUBISHI A24 CK000,PRED,4.466000080108643,16.950000762939453,-0.05000000074505806,-1.7799999713897705,11.8100004196167,-0.5799999833106995,-0.6899999976158142,8.25,-0.6299999952316284,-0.41999998688697815,8.3100004196167,0.09000000357627869,-0.6499999761581421,8.180000305175781,0.20999999344348907,-0.699999988079071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.51125958,0.829697461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.451017728,0.0,0.208025227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MITSUBISHI A30 CK101,REAL,0.0,97.44,1.77,2.21,86.15,1.66,1.72,61.89,1.47,1.25,40.61,2.11,1.55,31.28,2.68,1.76,39.40002749,0.0,0.0,16.95520845,0.0,16.95520845,0.0,11.9325534,0.105915211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.376140012,0.0,0.74477611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.752380716,10.77779017,0.0,0.0,0.0,0.0,0.0,0.0
MITSUBISHI A30 CK101,PRED,2.9049999713897705,98.5999984741211,2.190000057220459,3.140000104904175,84.18000030517578,1.9900000095367432,2.549999952316284,57.369998931884766,1.8300000429153442,1.6299999952316284,37.27000045776367,2.4000000953674316,1.059999942779541,28.59000015258789,2.819999933242798,0.7699999809265137,39.40002749,0.0,0.0,16.95520845,0.0,16.95520845,0.0,11.9325534,0.105915211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.376140012,0.0,0.74477611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.752380716,10.77779017,0.0,0.0,0.0,0.0,0.0,0.0
MITSUBISHI A34 CK000,REAL,0.0,108.05,2.67,-4.62,81.66,2.64,-4.8,43.88,2.4,-3.98,22.77,2.73,-2.73,15.57,2.85,-2.1,0.0,0.0,12.47417925,16.14135937,14.96306558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.67030745,0.0,7.178562401,0.0,14.12314298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.009757943,0.0,0.0,0.0,0.0,0.0,0.557929279,8.39369795,3.487997807,0.0,0.0,0.0,0.0,0.0
MITSUBISHI A34 CK000,PRED,4.052999973297119,107.79000091552734,3.0899999141693115,-6.929999828338623,79.54000091552734,2.9000000953674316,-5.320000171661377,43.599998474121094,3.1500000953674316,-5.300000190734863,26.639999389648438,4.360000133514404,-6.840000152587891,21.25,4.949999809265137,-7.75,0.0,0.0,12.47417925,16.14135937,14.96306558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.67030745,0.0,7.178562401,0.0,14.12314298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.009757943,0.0,0.0,0.0,0.0,0.0,0.557929279,8.39369795,3.487997807,0.0,0.0,0.0,0.0,0.0
MITSUBISHI A69 CK103,REAL,0.0,127.77,-0.32,2.16,105.18,-0.32,0.57,66.28,-0.51,-0.94,42.2,-0.53,-1.4,34.58,-0.68,-1.62,36.21678717,0.0,0.0,8.463009681,0.0,30.89885532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.07024974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351098086,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MITSUBISHI A69 CK103,PRED,3.2039999961853027,123.51000213623047,-0.6800000071525574,3.4700000286102295,101.20999908447266,-0.7599999904632568,1.7799999713897705,64.01000213623047,-1.0,-1.059999942779541,42.4900016784668,-1.1299999952316284,-3.390000104904175,35.869998931884766,-1.440000057220459,-4.170000076293945,36.21678717,0.0,0.0,8.463009681,0.0,30.89885532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.07024974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.351098086,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MITSUBISHI A69 CK108,REAL,0.0,132.87,-0.41,1.27,104.36,-0.42,-0.05,61.94,-0.55,-0.86,39.34,-0.59,-0.97,32.5,-0.75,-1.07,36.18293948,0.0,0.0,4.744414223,0.0,48.7653715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.505860823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496829465,2.237953169,0.0,0.0,0.0,0.0,0.0,0.066631337
MITSUBISHI A69 CK108,PRED,2.7330000400543213,130.3300018310547,-0.46000000834465027,1.2699999809265137,101.72000122070312,-0.6700000166893005,0.05999999865889549,59.86000061035156,-0.949999988079071,-2.0,38.630001068115234,-0.9800000190734863,-3.6600000858306885,32.459999084472656,-1.1299999952316284,-4.300000190734863,36.18293948,0.0,0.0,4.744414223,0.0,48.7653715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.505860823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496829465,2.237953169,0.0,0.0,0.0,0.0,0.0,0.066631337
MITSUBISHI A70-N CK000,REAL,0.0,52.92,-8.55,-4.89,52.48,-8.57,-5.1,52.35,-8.61,-5.52,53.34,-8.11,-6.98,51.86,-7.81,-6.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.39412591,14.84696596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.88224082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1624363,0.0,6.714231002,0.0,0.0,0.0,0.0
MITSUBISHI A70-N CK000,PRED,1.7790000438690186,53.290000915527344,-8.420000076293945,-5.400000095367432,51.91999816894531,-9.0,-5.210000038146973,50.779998779296875,-9.399999618530273,-5.510000228881836,50.790000915527344,-8.770000457763672,-6.940000057220459,48.79999923706055,-8.5,-6.96999979019165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.39412591,14.84696596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.88224082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1624363,0.0,6.714231002,0.0,0.0,0.0,0.0
MITSUBISHI A99-N CK000,REAL,0.0,49.89,-2.99,8.08,49.43,-2.98,7.91,49.25,-3.01,7.46,50.2,-2.73,5.46,48.91,-2.62,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.89757231,11.43524498,1.696673669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.03651692,0.0,0.0,0.0,0.0,0.0,10.93399212
MITSUBISHI A99-N CK000,PRED,1.093999981880188,51.630001068115234,-2.630000114440918,7.289999961853027,50.79999923706055,-3.049999952316284,7.800000190734863,49.4900016784668,-2.9700000286102295,7.909999847412109,49.72999954223633,-2.5299999713897705,5.960000038146973,48.040000915527344,-2.450000047683716,5.389999866485596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.89757231,11.43524498,1.696673669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.03651692,0.0,0.0,0.0,0.0,0.0,10.93399212
MITSUBISHI AC10877-N CK000,REAL,0.0,77.64,6.29,70.07,77.27,6.46,70.33,77.28,6.68,70.51,77.43,6.45,67.69,74.94,5.88,64.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.688184181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.458147389,0.0,0.0,0.0,90.45085068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.402817747,0.0,0.0,0.0,0.0,0.0,0.0
MITSUBISHI AC10877-N CK000,PRED,3.4049999713897705,79.45999908447266,6.059999942779541,66.87999725341797,78.94000244140625,5.260000228881836,67.62999725341797,78.08999633789062,5.380000114440918,67.4800033569336,77.55000305175781,5.590000152587891,64.5199966430664,74.87999725341797,5.369999885559082,61.709999084472656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.688184181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.458147389,0.0,0.0,0.0,90.45085068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.402817747,0.0,0.0,0.0,0.0,0.0,0.0
MITSUBISHI AC11186-N CK000,REAL,0.0,62.06,1.76,27.53,61.61,1.83,27.54,61.43,1.91,27.35,62.07,1.97,25.24,60.25,1.87,24.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7506231,16.4110414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.72712083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.93604667,0.0,0.175168008,0.0,0.0,0.0,0.0
MITSUBISHI AC11186-N CK000,PRED,2.6559998989105225,62.869998931884766,2.7100000381469727,24.43000030517578,61.790000915527344,2.5,24.93000030517578,60.560001373291016,2.2100000381469727,25.030000686645508,60.849998474121094,1.9900000095367432,23.040000915527344,59.150001525878906,1.6200000047683716,22.149999618530273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7506231,16.4110414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.72712083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.93604667,0.0,0.175168008,0.0,0.0,0.0,0.0
MITSUBISHI AC17121 CK002,REAL,0.0,64.97,2.05,10.16,64.54,2.1,10.09,64.51,2.17,9.85,65.26,2.29,8.14,63.37,2.21,7.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.98969391,31.62909314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.072533117,0.0,14.8341176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.47456224,0.0,0.0,0.0,0.0,0.0,0.0
MITSUBISHI AC17121 CK002,PRED,1.7760000228881836,64.25,1.840000033378601,9.180000305175781,63.61000061035156,1.7999999523162842,9.369999885559082,62.93000030517578,1.6100000143051147,9.039999961853027,63.38999938964844,1.4700000286102295,7.039999961853027,61.58000183105469,1.2599999904632568,6.550000190734863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.98969391,31.62909314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.072533117,0.0,14.8341176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.47456224,0.0,0.0,0.0,0.0,0.0,0.0
MITSUBISHI B11 CK001,REAL,0.0,80.01,-8.28,-20.45,67.79,-6.81,-19.17,44.54,-4.01,-16.82,26.84,-0.96,-16.27,18.92,0.64,-16.24,19.94688579,0.0,3.998164332,0.0,11.20293723,0.0,0.0,5.526697749,0.039411717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.47353729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.857170966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.79680124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.166537655,4.991856031,0.0,0.0,0.0,0.0,0.0,0.0
MITSUBISHI B11 CK001,PRED,2.7100000381469727,85.1500015258789,-6.769999980926514,-18.06999969482422,70.1500015258789,-5.679999828338623,-16.81999969482422,44.439998626708984,-3.1500000953674316,-15.15999984741211,26.5,-0.019999999552965164,-15.470000267028809,19.1200008392334,1.4800000190734863,-15.720000267028809,19.94688579,0.0,3.998164332,0.0,11.20293723,0.0,0.0,5.526697749,0.039411717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.47353729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.857170966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.79680124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.166537655,4.991856031,0.0,0.0,0.0,0.0,0.0,0.0
MITSUBISHI B11 CK051,REAL,0.0,96.57,-11.82,-21.14,70.64,-8.17,-18.82,36.76,-2.87,-14.71,19.15,1.38,-13.41,12.82,2.88,-12.93,19.03007101,0.0,0.0,15.7849072,0.0,0.0,0.0,15.23368822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.87788328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.64195692,0.0,0.0,3.215621241,0.0,0.0,0.0,0.0,0.0,0.397519553,0.0,3.81835257,0.0,0.0,0.0,0.0,0.0
MITSUBISHI B11 CK051,PRED,4.086999893188477,94.47000122070312,-7.840000152587891,-16.790000915527344,69.94999694824219,-5.159999847412109,-15.119999885559082,37.93000030517578,-0.7900000214576721,-13.420000076293945,21.739999771118164,2.799999952316284,-13.8100004196167,16.170000076293945,4.050000190734863,-13.850000381469727,19.03007101,0.0,0.0,15.7849072,0.0,0.0,0.0,15.23368822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.87788328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.64195692,0.0,0.0,3.215621241,0.0,0.0,0.0,0.0,0.0,0.397519553,0.0,3.81835257,0.0,0.0,0.0,0.0,0.0
MITSUBISHI C05 CK001,REAL,0.0,75.46,6.76,26.68,58.53,5.84,21.91,32.92,4.18,14.45,16.85,3.23,9.46,10.83,2.61,6.77,0.0,0.0,0.0,0.0,0.0,13.6337396,5.770895069,27.255113,0.0,0.0,0.0,0.0,0.0,2.461928624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.461928624,16.4812444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.95872538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.358903882,24.61752142,0.0,0.0,0.0,0.0,0.0,0.0
MITSUBISHI C05 CK001,PRED,2.885999917984009,75.38999938964844,6.019999980926514,23.549999237060547,57.54999923706055,5.210000038146973,18.829999923706055,32.560001373291016,3.880000114440918,11.869999885559082,18.420000076293945,2.9100000858306885,7.320000171661377,13.069999694824219,2.430000066757202,5.420000076293945,0.0,0.0,0.0,0.0,0.0,13.6337396,5.770895069,27.255113,0.0,0.0,0.0,0.0,0.0,2.461928624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.461928624,16.4812444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.95872538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.358903882,24.61752142,0.0,0.0,0.0,0.0,0.0,0.0
MITSUBISHI CMY18003 CK000,REAL,0.0,64.87,51.14,98.91,64.37,51.41,98.96,64.07,52.05,99.66,63.61,51.86,98.77,61.09,50.02,95.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094841944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.72219974,0.0,0.0,0.182958317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MITSUBISHI CMY18003 CK000,PRED,6.991000175476074,63.83000183105469,45.380001068115234,92.61000061035156,63.86000061035156,46.27000045776367,94.4800033569336,63.900001525878906,47.130001068115234,95.66000366210938,62.869998931884766,47.119998931884766,93.91999816894531,60.15999984741211,45.959999084472656,90.69999694824219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094841944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.72219974,0.0,0.0,0.182958317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MITSUBISHI D12 CK004,REAL,0.0,71.44,-21.99,-39.2,57.98,-19.87,-32.31,36.19,-14.12,-24.48,21.53,-8.64,-21.53,15.26,-5.67,-20.31,10.15040855,0.0,0.0,0.0,0.0,0.0,14.41214037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.52333321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.25227735,0.0,0.0,1.97228579,0.0,1.195928429,17.19313402,5.300492278,0.0,0.0,0.0,0.0,0.0
MITSUBISHI D12 CK004,PRED,6.546999931335449,77.11000061035156,-18.270000457763672,-31.059999465942383,60.83000183105469,-16.06999969482422,-25.459999084472656,34.900001525878906,-10.770000457763672,-20.079999923706055,18.84000015258789,-6.119999885559082,-18.8799991607666,12.65999984741211,-3.9100000858306885,-18.579999923706055,10.15040855,0.0,0.0,0.0,0.0,0.0,14.41214037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.52333321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.25227735,0.0,0.0,1.97228579,0.0,1.195928429,17.19313402,5.300492278,0.0,0.0,0.0,0.0,0.0
MITSUBISHI F02-N CK000,REAL,0.0,34.69,-17.34,-6.43,34.02,-17.38,-6.61,33.72,-17.35,-7.13,34.86,-16.48,-8.9,34.03,-16.16,-8.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.21936349,4.643804213,0.254368939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.61977852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.19813476,0.0,0.0,15.06455008,0.0,0.0,0.0
MITSUBISHI F02-N CK000,PRED,3.2699999809265137,37.2599983215332,-14.239999771118164,-5.900000095367432,37.099998474121094,-15.199999809265137,-5.739999771118164,36.779998779296875,-15.800000190734863,-6.269999980926514,36.97999954223633,-15.0600004196167,-7.949999809265137,35.4900016784668,-14.720000267028809,-8.149999618530273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.21936349,4.643804213,0.254368939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.61977852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.19813476,0.0,0.0,15.06455008,0.0,0.0,0.0
