(renkenv310) C:\Users\TAC7\Desktop\RenkAI>python optimize_model.py
📂 Veri önbelleğe alınıyor...
🚀 Hiperparametre Optimizasyonu Başlıyor... (Cihaz: cuda)
⚠️ Bu işlem uzun sürebilir. Arkana yaslan ve kahve al.
🧬 Deneme: LR=0.00718, Hid=226, Emb=41, Drop=0.05, Batch=68 -> 📉 DeltaE: 4.6584
🧬 Deneme: LR=0.00154, Hid=163, Emb=35, Drop=0.04, Batch=116 -> 📉 DeltaE: 4.5134
🧬 Deneme: LR=0.00154, Hid=219, Emb=29, Drop=0.12, Batch=79 -> 📉 DeltaE: 4.8006
🧬 Deneme: LR=0.00623, Hid=189, Emb=20, Drop=0.03, Batch=34 -> 📉 DeltaE: 4.7561
🧬 Deneme: LR=0.00852, Hid=172, Emb=36, Drop=0.20, Batch=112 -> 📉 DeltaE: 5.8120
🧬 Deneme: LR=0.00438, Hid=247, Emb=41, Drop=0.23, Batch=71 -> 📉 DeltaE: 5.3388
🧬 Deneme: LR=0.00417, Hid=225, Emb=46, Drop=0.01, Batch=47 -> 📉 DeltaE: 4.1345
🧬 Deneme: LR=0.00168, Hid=229, Emb=42, Drop=0.10, Batch=119 -> 📉 DeltaE: 5.1879
🧬 Deneme: LR=0.00163, Hid=198, Emb=40, Drop=0.03, Batch=93 -> 📉 DeltaE: 4.1640
🧬 Deneme: LR=0.00279, Hid=36, Emb=45, Drop=0.21, Batch=52 -> 📉 DeltaE: 6.5887
🧬 Deneme: LR=0.00268, Hid=134, Emb=41, Drop=0.01, Batch=52 -> 📉 DeltaE: 4.1226
🧬 Deneme: LR=0.00257, Hid=127, Emb=26, Drop=0.04, Batch=70 -> 📉 DeltaE: 4.2555
🧬 Deneme: LR=0.00259, Hid=199, Emb=31, Drop=0.04, Batch=18 -> 📉 DeltaE: 4.5248
🧬 Deneme: LR=0.00248, Hid=219, Emb=29, Drop=0.01, Batch=33 -> 📉 DeltaE: 4.1635
🧬 Deneme: LR=0.00404, Hid=252, Emb=10, Drop=0.04, Batch=67 -> 📉 DeltaE: 4.5461
🧬 Deneme: LR=0.00424, Hid=223, Emb=41, Drop=0.01, Batch=99 -> 📉 DeltaE: 4.4531
🧬 Deneme: LR=0.00268, Hid=62, Emb=10, Drop=0.03, Batch=30 -> 📉 DeltaE: 4.8489
🧬 Deneme: LR=0.00480, Hid=159, Emb=23, Drop=0.24, Batch=74 -> 📉 DeltaE: 5.7009
🧬 Deneme: LR=0.00260, Hid=237, Emb=33, Drop=0.05, Batch=119 -> 📉 DeltaE: 4.9481
differential_evolution step 5: f(x)= 3.9033539295196533
🧬 Deneme: LR=0.00292, Hid=239, Emb=41, Drop=0.02, Batch=124 -> 📉 DeltaE: 4.1942
🧬 Deneme: LR=0.00385, Hid=33, Emb=16, Drop=0.02, Batch=53 -> 📉 DeltaE: 4.7265
🧬 Deneme: LR=0.00349, Hid=203, Emb=28, Drop=0.10, Batch=62 -> 📉 DeltaE: 4.5884
🧬 Deneme: LR=0.00476, Hid=129, Emb=36, Drop=0.10, Batch=106 -> 📉 DeltaE: 4.6219
🧬 Deneme: LR=0.00506, Hid=238, Emb=37, Drop=0.02, Batch=109 -> 📉 DeltaE: 4.3791
🧬 Deneme: LR=0.00366, Hid=234, Emb=43, Drop=0.04, Batch=114 -> 📉 DeltaE: 4.2920
🧬 Deneme: LR=0.00313, Hid=226, Emb=47, Drop=0.02, Batch=35 -> 📉 DeltaE: 4.3252
🧬 Deneme: LR=0.00365, Hid=189, Emb=26, Drop=0.00, Batch=17 -> 📉 DeltaE: 4.0372
🧬 Deneme: LR=0.00154, Hid=194, Emb=44, Drop=0.23, Batch=79 -> 📉 DeltaE: 5.2179
🧬 Deneme: LR=0.00507, Hid=169, Emb=40, Drop=0.12, Batch=109 -> 📉 DeltaE: 4.6833
🧬 Deneme: LR=0.00374, Hid=251, Emb=42, Drop=0.20, Batch=119 -> 📉 DeltaE: 5.3609
🧬 Deneme: LR=0.00328, Hid=182, Emb=39, Drop=0.03, Batch=56 -> 📉 DeltaE: 4.0947
🧬 Deneme: LR=0.00391, Hid=229, Emb=42, Drop=0.01, Batch=47 -> 📉 DeltaE: 4.4983
🧬 Deneme: LR=0.00336, Hid=87, Emb=27, Drop=0.12, Batch=99 -> 📉 DeltaE: 5.3592
🧬 Deneme: LR=0.00163, Hid=198, Emb=40, Drop=0.01, Batch=79 -> 📉 DeltaE: 3.9668
🧬 Deneme: LR=0.00318, Hid=225, Emb=38, Drop=0.17, Batch=108 -> 📉 DeltaE: 4.7146
🧬 Deneme: LR=0.00266, Hid=208, Emb=44, Drop=0.01, Batch=52 -> 📉 DeltaE: 4.0086
🧬 Deneme: LR=0.00220, Hid=202, Emb=43, Drop=0.05, Batch=86 -> 📉 DeltaE: 4.0734
🧬 Deneme: LR=0.00347, Hid=96, Emb=44, Drop=0.03, Batch=50 -> 📉 DeltaE: 4.2017
🧬 Deneme: LR=0.00372, Hid=219, Emb=47, Drop=0.00, Batch=69 -> 📉 DeltaE: 4.2038
🧬 Deneme: LR=0.00404, Hid=205, Emb=37, Drop=0.11, Batch=81 -> 📉 DeltaE: 4.6927
🧬 Deneme: LR=0.00452, Hid=154, Emb=41, Drop=0.01, Batch=111 -> 📉 DeltaE: 4.2730
🧬 Deneme: LR=0.00179, Hid=244, Emb=29, Drop=0.07, Batch=59 -> 📉 DeltaE: 4.2559
🧬 Deneme: LR=0.00257, Hid=224, Emb=42, Drop=0.03, Batch=56 -> 📉 DeltaE: 4.1409
🧬 Deneme: LR=0.00344, Hid=211, Emb=46, Drop=0.12, Batch=117 -> 📉 DeltaE: 4.5908
differential_evolution step 6: f(x)= 3.9033539295196533
🧬 Deneme: LR=0.00346, Hid=236, Emb=10, Drop=0.26, Batch=18 -> 📉 DeltaE: 6.2679
🧬 Deneme: LR=0.00290, Hid=227, Emb=11, Drop=0.08, Batch=79 -> 📉 DeltaE: 4.7307
🧬 Deneme: LR=0.00255, Hid=215, Emb=28, Drop=0.05, Batch=113 -> 📉 DeltaE: 4.4137
🧬 Deneme: LR=0.00599, Hid=231, Emb=8, Drop=0.07, Batch=108 -> 📉 DeltaE: 4.9562
