SampleNo,Type,Mean_DeltaE,15L,15a,15b,25L,25a,25b,45L,45a,45b,75L,75a,75b,110L,110a,110b,726C,718Y,783S,772S,755C,744S,717C,980,910,135,828,835,831,826,836,838,815,856,892,895,855,851,858,839,896,862,865,891,898,845,832,816,818,233,940,424,356,384,306,318,331,198,154,290,522,322,570,410,550,530,371,482,343,030,960,580,670,632,110,821,190
MOTOYOTA 924 CK007,REAL,0.0,85.39,-2.67,-13.54,67.56,-1.95,-12.25,38.93,-0.92,-9.13,20.51,-0.17,-6.61,13.2,0.06,-5.55,32.66129156,0.0,0.0,1.831375945,0.0,1.831375945,0.0,37.7786695,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14.46127806,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.33093906,0.0,0.0,0,0.0,0.0,4.788492727,0.0,5.454474067,0.0,0.862103135,0.0,0.0,0.0,0.0,0.0,0,0.0
MOTOYOTA 924 CK007,PRED,2.191999912261963,83.91000366210938,-1.75,-11.170000076293945,66.41999816894531,-1.149999976158142,-10.220000267028809,39.130001068115234,-0.3199999928474426,-8.130000114440918,22.010000228881836,0.8700000047683716,-6.460000038146973,15.390000343322754,1.3700000047683716,-5.670000076293945,32.66129156,0.0,0.0,1.831375945,0.0,1.831375945,0.0,37.7786695,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14.46127806,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.33093906,0.0,0.0,0,0.0,0.0,4.788492727,0.0,5.454474067,0.0,0.862103135,0.0,0.0,0.0,0.0,0.0,0,0.0
SIMITSUBISHI X24 CK101,REAL,0.0,5.53,-0.4,-8.85,2.3,-0.17,-2.59,1.12,-0.02,-0.49,1.08,0.0,-0.38,1.01,0.04,-0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.35795972,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2.272178335,0.0,0.0,0,0,0.0,0.281643546,0,0.0,0.570899079,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.617417405,0.0,0.0,0,0.664230132,0.0,0.0,0.0,0.0,0.0,0.18847032,3.047201459,0.0,0.0,0.0,0.0,0,0.0
SIMITSUBISHI X24 CK101,PRED,5.508999824523926,15.0,1.190000057220459,-4.110000133514404,8.880000114440918,0.25,-2.0199999809265137,4.53000020980835,-0.09000000357627869,-0.7900000214576721,4.380000114440918,0.5,-0.6100000143051147,4.400000095367432,0.5899999737739563,-0.5199999809265137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.35795972,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2.272178335,0.0,0.0,0,0,0.0,0.281643546,0,0.0,0.570899079,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.617417405,0.0,0.0,0,0.664230132,0.0,0.0,0.0,0.0,0.0,0.18847032,3.047201459,0.0,0.0,0.0,0.0,0,0.0
SIHONDA PB81P CK105,REAL,0.0,10.76,5.67,-5.65,3.68,1.39,-1.69,2.2,0.08,-0.23,2.37,0.04,-0.25,2.29,0.02,-0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.94722802,0.037659806,0.150498571,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1.306897051,3.049426453,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.284108055,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.224182048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
SIHONDA PB81P CK105,PRED,4.790999889373779,17.459999084472656,1.840000033378601,-4.730000019073486,10.470000267028809,0.05000000074505806,-2.700000047683716,5.539999961853027,-0.8999999761581421,-1.0800000429153442,5.179999828338623,-0.1599999964237213,-0.6800000071525574,5.010000228881836,0.11999999731779099,-0.6000000238418579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.94722802,0.037659806,0.150498571,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1.306897051,3.049426453,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.284108055,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.224182048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
SAUDI/VOLKS WAGEN LD1B CK104,REAL,0.0,88.3,-1.03,62.05,88.11,-0.96,62.36,88.28,-0.84,62.58,88.48,-0.85,59.67,85.44,-0.94,56.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.383239676,35.22581512,47.61690359,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,16.77404161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
SAUDI/VOLKS WAGEN LD1B CK104,PRED,9.609999656677246,88.19999694824219,-0.47999998927116394,53.290000915527344,88.33000183105469,-0.6299999952316284,53.2400016784668,88.68000030517578,-0.9200000166893005,52.56999969482422,89.44000244140625,-1.159999966621399,49.43000030517578,86.55000305175781,-1.1200000047683716,46.849998474121094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.383239676,35.22581512,47.61690359,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,16.77404161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
GRSUZUKI ZKS-N CK000,REAL,0.0,59.13,-1.65,12.38,58.72,-1.62,12.27,58.55,-1.59,11.99,59.47,-1.38,10.16,57.59,-1.3,9.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.10597721,19.48347801,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.41159763,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.99894715,0.0,0.0,0.0,0.0,0,0.0
GRSUZUKI ZKS-N CK000,PRED,1.8660000562667847,60.220001220703125,-1.8200000524520874,10.529999732971191,59.15999984741211,-2.009999990463257,10.930000305175781,57.810001373291016,-2.0899999141693115,10.829999923706055,57.95000076293945,-1.940000057220459,8.729999542236328,56.2400016784668,-1.940000057220459,8.140000343322754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.10597721,19.48347801,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.41159763,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.99894715,0.0,0.0,0.0,0.0,0,0.0
GRTOYOTA UCAB7 CK001,REAL,0.0,46.54,-0.1,4.53,37.33,-0.39,3.45,24.77,-1.01,1.89,19.79,-1.17,-0.79,17.32,-1.39,-1.87,0.0,0.0,0.0,0.0,0.0,0.0,11.84000257,80.47429046,0.796161982,0.347735356,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.734915108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.656351139,0.405071581,0.0,0.0,3.745471798,0.0,0.0,0,0.0
GRTOYOTA UCAB7 CK001,PRED,7.64900016784668,58.040000915527344,-0.8299999833106995,6.860000133514404,44.0099983215332,-1.2999999523162842,5.460000038146973,23.799999237060547,-1.5499999523162842,3.3399999141693115,12.069999694824219,-0.9900000095367432,1.309999942779541,7.96999979019165,-0.6299999952316284,0.28999999165534973,0.0,0.0,0.0,0.0,0.0,0.0,11.84000257,80.47429046,0.796161982,0.347735356,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.734915108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.656351139,0.405071581,0.0,0.0,3.745471798,0.0,0.0,0,0.0
YTOYOTA 6S3 CK001,REAL,0.0,29.63,-30.23,-4.37,18.46,-22.46,-2.69,6.73,-9.16,-3.52,4.23,-4.03,-3.86,3.5,-2.71,-3.62,0.0,0.0,0.0,0.0,0.0,0.119783527,0.0,43.42162925,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,13.68037161,0.0,0.0,0,0,0.0,5.771406771,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.220133024,0.0,0.0,0.0,0.0,0.838544755,0.0,0.0,23.96213856,10.9859925,0.0,0,0.0
YTOYOTA 6S3 CK001,PRED,4.7230000495910645,34.54999923706055,-26.100000381469727,0.10000000149011612,22.65999984741211,-20.059999465942383,0.7200000286102295,10.239999771118164,-11.130000114440918,-0.8600000143051147,6.190000057220459,-5.829999923706055,-2.2200000286102295,4.789999961853027,-3.549999952316284,-2.490000009536743,0.0,0.0,0.0,0.0,0.0,0.119783527,0.0,43.42162925,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,13.68037161,0.0,0.0,0,0,0.0,5.771406771,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.220133024,0.0,0.0,0.0,0.0,0.838544755,0.0,0.0,23.96213856,10.9859925,0.0,0,0.0
MMITSUBISHI F02 CK001,REAL,0.0,95.18,-33.41,-7.14,70.61,-25.91,-6.35,38.51,-14.8,-6.5,22.24,-8.07,-7.77,16.13,-5.76,-8.14,14.14685588,0.0,3.894967192,0.0,10.90422927,0.0,0.0,26.13273554,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,9.024441289,0,0,0.0,25.14008096,0,0.0,0.0,0,0.0,0,0.0,0.710236278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.232409984,0.0,7.192924528,0.0,2.621119081,0.0,0,0.0
MMITSUBISHI F02 CK001,PRED,4.23799991607666,95.33000183105469,-24.469999313354492,-4.5,71.41000366210938,-19.530000686645508,-4.119999885559082,39.060001373291016,-11.800000190734863,-5.159999847412109,22.049999237060547,-7.110000133514404,-7.070000171661377,16.010000228881836,-5.610000133514404,-7.650000095367432,14.14685588,0.0,3.894967192,0.0,10.90422927,0.0,0.0,26.13273554,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,9.024441289,0,0,0.0,25.14008096,0,0.0,0.0,0,0.0,0,0.0,0.710236278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.232409984,0.0,7.192924528,0.0,2.621119081,0.0,0,0.0
YROVER HAK CK004,REAL,0.0,32.9,-7.04,4.05,32.21,-7.02,3.83,31.65,-7.04,3.22,32.74,-6.6,1.4,31.89,-6.46,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.29196995,3.133190114,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.882295836,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.10242447,0.0,0.0,4.590119633,0.0,0,0.0
YROVER HAK CK004,PRED,4.4720001220703125,36.529998779296875,-4.309999942779541,3.680000066757202,36.5099983215332,-5.130000114440918,4.449999809265137,36.029998779296875,-5.949999809265137,4.840000152587891,36.68000030517578,-5.889999866485596,3.240000009536743,35.38999938964844,-5.829999923706055,2.7100000381469727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.29196995,3.133190114,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.882295836,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.10242447,0.0,0.0,4.590119633,0.0,0,0.0
STOYOTA 569 CK001,REAL,0.0,96.34,1.53,35.23,76.1,-0.58,30.52,54.34,-4.08,28.45,45.45,-6.23,28.58,41.93,-6.92,29.42,31.57472114,0.0,0.0,0.0,0.0,0.0,0.0,9.798034006,0.0,4.822329206,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,36.92140987,0,8.933615543,5.591631183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.308960935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.049298117,0,0.0
STOYOTA 569 CK001,PRED,3.7760000228881836,92.0,2.3299999237060547,30.6200008392334,72.58999633789062,-0.2800000011920929,28.049999237060547,53.310001373291016,-3.740000009536743,26.719999313354492,46.40999984741211,-5.079999923706055,26.469999313354492,43.650001525878906,-5.369999885559082,26.709999084472656,31.57472114,0.0,0.0,0.0,0.0,0.0,0.0,9.798034006,0.0,4.822329206,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,36.92140987,0,8.933615543,5.591631183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.308960935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.049298117,0,0.0
YTOYOTA 6N8 CK000,REAL,0.0,73.31,-19.35,1.02,59.14,-17.37,0.39,36.33,-13.62,-0.49,21.54,-10.73,-1.93,15.16,-9.21,-2.95,28.28206497,0.0,0.0,0.0,0.0,0.0,0.0,51.53019852,0.182664278,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,5.002938752,0.0,0.0,0.0,1.377767773,0.0,0.0,13.62436571,0.0,0.0,0,0.0
YTOYOTA 6N8 CK000,PRED,3.2920000553131104,76.0199966430664,-17.540000915527344,2.809999942779541,61.40999984741211,-15.899999618530273,1.899999976158142,36.7400016784668,-11.739999771118164,0.41999998688697815,20.010000228881836,-8.069999694824219,-0.6700000166893005,13.100000381469727,-6.099999904632568,-1.0399999618530273,28.28206497,0.0,0.0,0.0,0.0,0.0,0.0,51.53019852,0.182664278,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,5.002938752,0.0,0.0,0.0,1.377767773,0.0,0.0,13.62436571,0.0,0.0,0,0.0
YSUZUKI ZPV CK102,REAL,0.0,112.23,-28.23,52.84,84.12,-27.25,43.96,54.22,-29.03,35.61,44.38,-32.41,33.85,41.85,-34.51,34.61,0.0,0.0,0.0,0.0,0.0,11.1853963,0.0,0.0,0.040057651,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,38.24779292,0.0,0,0.0,0.0,0,37.88145371,0,0.0,0.497888279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.365774985,0.0,3.78163616,0,0.0
YSUZUKI ZPV CK102,PRED,8.854000091552734,98.06999969482422,-21.350000381469727,44.4900016784668,74.5999984741211,-22.760000228881836,37.95000076293945,52.689998626708984,-27.100000381469727,31.770000457763672,46.91999816894531,-30.739999771118164,30.540000915527344,45.27000045776367,-32.279998779296875,31.280000686645508,0.0,0.0,0.0,0.0,0.0,11.1853963,0.0,0.0,0.040057651,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,38.24779292,0.0,0,0.0,0.0,0,37.88145371,0,0.0,0.497888279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.365774985,0.0,3.78163616,0,0.0
SUZUKI ZY4 CK021-22thROW,REAL,0.0,65.22,-6.39,-5.53,49.45,-5.42,-4.85,25.29,-3.19,-3.52,10.47,-0.51,-2.39,5.7,0.62,-1.25,0.0,0.0,0.0,9.823334999,0.0,9.823334999,0.0,52.95095534,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,7.105737886,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.518151584,0.0,2.195247474,0.0,2.257681885,11.15261472,4.172941119,0.0,0.0,0.0,0,0.0
SUZUKI ZY4 CK021-22thROW,PRED,2.2009999752044678,63.029998779296875,-5.550000190734863,-5.110000133514404,49.5,-4.760000228881836,-4.119999885559082,27.43000030517578,-2.619999885559082,-2.809999942779541,13.34000015258789,-0.25,-2.180000066757202,8.0600004196167,0.800000011920929,-1.7799999713897705,0.0,0.0,0.0,9.823334999,0.0,9.823334999,0.0,52.95095534,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,7.105737886,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.518151584,0.0,2.195247474,0.0,2.257681885,11.15261472,4.172941119,0.0,0.0,0.0,0,0.0
SUZUKI ZY4 CK021-22thAGiven,REAL,0.0,65.22,-6.39,-5.53,49.45,-5.42,-4.85,25.29,-3.19,-3.52,10.47,-0.51,-2.39,5.7,0.62,-1.25,0.0,0.0,0.0,12.8,0.0,0.0,0.0,27.61,0.0,0.0,0,0.0,14.74,0.0,0,0.0,0,0.0,0.0,0.0,0.0,15.18,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.86,0.0,0.0,5.7,0.0,0,0.0
SUZUKI ZY4 CK021-22thAGiven,PRED,4.940000057220459,72.20999908447266,-4.170000076293945,-1.6200000047683716,49.04999923706055,-4.559999942779541,-0.5799999833106995,23.229999542236328,-4.010000228881836,-0.23000000417232513,12.59000015258789,-2.9000000953674316,-0.5899999737739563,8.989999771118164,-2.2200000286102295,-0.6800000071525574,0.0,0.0,0.0,12.8,0.0,0.0,0.0,27.61,0.0,0.0,0,0.0,14.74,0.0,0,0.0,0,0.0,0.0,0.0,0.0,15.18,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.86,0.0,0.0,5.7,0.0,0,0.0
MONISSAN LV1 CK081,REAL,0.0,51.61,14.29,3.68,38.73,12.22,4.28,19.26,8.26,4.07,7.1,4.53,2.81,3.95,1.89,1.74,0.0,9.773984997,0.0,0.0,0.0,7.355115249,0.0,65.29259643,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,7.776991291,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.308657737,0.0,0,0.0,0.0,0.0,0,1.313994594,0.0,0.0,0.0,5.319558125,0.0,0.859101576,0.0,0.0,0.0,0.0,0.0,0,0.0
MONISSAN LV1 CK081,PRED,3.243000030517578,56.43000030517578,14.319999694824219,4.739999771118164,42.16999816894531,11.34000015258789,3.809999942779541,21.43000030517578,6.710000038146973,2.8399999141693115,9.65999984741211,3.700000047683716,2.130000114440918,5.929999828338623,2.049999952316284,1.7799999713897705,0.0,9.773984997,0.0,0.0,0.0,7.355115249,0.0,65.29259643,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,7.776991291,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.308657737,0.0,0,0.0,0.0,0.0,0,1.313994594,0.0,0.0,0.0,5.319558125,0.0,0.859101576,0.0,0.0,0.0,0.0,0.0,0,0.0
MONISSAN LV1 CK081,REAL,0.0,51.61,14.29,3.68,38.73,12.22,4.28,19.26,8.26,4.07,7.1,4.53,2.81,3.95,1.89,1.74,0.0,0.0,20.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,38.61,0,0,0.0,0.0,0,0.0,0.02,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25.08,0.0,0.0,0.0,0.0,0.0,0.0,16.05,0,0.0
MONISSAN LV1 CK081,PRED,6.640999794006348,59.40999984741211,21.25,-0.12999999523162842,41.22999954223633,16.540000915527344,2.940000057220459,20.799999237060547,9.729999542236328,5.039999961853027,12.5,6.059999942779541,6.170000076293945,9.819999694824219,4.960000038146973,6.269999980926514,0.0,0.0,20.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,38.61,0,0,0.0,0.0,0,0.0,0.02,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25.08,0.0,0.0,0.0,0.0,0.0,0.0,16.05,0,0.0
